# US ZIP (ZCTA) -> county, largest-area match — US Census 2020 ZCTA-county relationship file, public domain.
# zip,county,state_fips
54853,Polk County,55
54854,Douglas County,55
54855,Ashland County,55
54856,Bayfield County,55
54857,Barron County,55
54858,Polk County,55
54859,Washburn County,55
54861,Ashland County,55
54862,Sawyer County,55
54864,Douglas County,55
54865,Bayfield County,55
54867,Sawyer County,55
54868,Barron County,55
54870,Washburn County,55
54871,Washburn County,55
54872,Burnett County,55
54873,Douglas County,55
54874,Douglas County,55
54875,Washburn County,55
54876,Sawyer County,55
54880,Douglas County,55
54888,Washburn County,55
54889,Polk County,55
54891,Bayfield County,55
54893,Burnett County,55
54895,Rusk County,55
54896,Sawyer County,55
54901,Winnebago County,55
54902,Winnebago County,55
54904,Winnebago County,55
54909,Portage County,55
54911,Outagamie County,55
54913,Outagamie County,55
54914,Outagamie County,55
54915,Calumet County,55
54921,Portage County,55
54922,Outagamie County,55
54923,Waushara County,55
54926,Waupaca County,55
54927,Winnebago County,55
54928,Shawano County,55
54929,Waupaca County,55
54930,Waushara County,55
54931,Outagamie County,55
54932,Fond du Lac County,55
54933,Waupaca County,55
54935,Fond du Lac County,55
54937,Fond du Lac County,55
54940,Waushara County,55
54941,Green Lake County,55
54942,Outagamie County,55
54943,Waushara County,55
54944,Outagamie County,55
54945,Waupaca County,55
54946,Waupaca County,55
54947,Winnebago County,55
54948,Shawano County,55
54949,Waupaca County,55
54950,Waupaca County,55
54952,Calumet County,55
54956,Winnebago County,55
54960,Marquette County,55
54961,Waupaca County,55
54962,Waupaca County,55
54963,Winnebago County,55
54964,Winnebago County,55
54965,Waushara County,55
54966,Waushara County,55
54967,Waushara County,55
54968,Green Lake County,55
54970,Waushara County,55
54971,Fond du Lac County,55
54974,Fond du Lac County,55
54977,Waupaca County,55
54978,Shawano County,55
54979,Fond du Lac County,55
54980,Winnebago County,55
54981,Waupaca County,55
54982,Waushara County,55
54983,Waupaca County,55
54984,Waushara County,55
54985,Winnebago County,55
54986,Winnebago County,55
55001,Washington County,27
55003,Washington County,27
55005,Anoka County,27
55006,Kanabec County,27
55007,Kanabec County,27
55008,Isanti County,27
55009,Goodhue County,27
55011,Anoka County,27
55012,Chisago County,27
55013,Chisago County,27
55014,Anoka County,27
55016,Washington County,27
55017,Isanti County,27
55018,Goodhue County,27
55019,Rice County,27
55020,Scott County,27
55021,Rice County,27
55024,Dakota County,27
55025,Anoka County,27
55026,Goodhue County,27
55027,Goodhue County,27
55029,Isanti County,27
55030,Pine County,27
55031,Dakota County,27
55032,Chisago County,27
55033,Dakota County,27
55036,Pine County,27
55037,Pine County,27
55038,Washington County,27
55040,Isanti County,27
55041,Wabasha County,27
55042,Washington County,27
55043,Washington County,27
55044,Dakota County,27
55045,Chisago County,27
55046,Rice County,27
55047,Washington County,27
55049,Steele County,27
55051,Kanabec County,27
55052,Rice County,27
55053,Rice County,27
55054,Scott County,27
55055,Washington County,27
55056,Chisago County,27
55057,Rice County,27
55060,Steele County,27
55063,Pine County,27
55065,Dakota County,27
55066,Goodhue County,27
55068,Dakota County,27
55069,Chisago County,27
55070,Anoka County,27
55071,Washington County,27
55072,Pine County,27
55073,Washington County,27
55074,Chisago County,27
55075,Dakota County,27
55076,Dakota County,27
55077,Dakota County,27
55079,Chisago County,27
55080,Isanti County,27
55082,Washington County,27
55084,Chisago County,27
55085,Dakota County,27
55087,Rice County,27
55088,Rice County,27
55089,Goodhue County,27
55090,Washington County,27
55092,Anoka County,27
55101,Ramsey County,27
55102,Ramsey County,27
55103,Ramsey County,27
55104,Ramsey County,27
55105,Ramsey County,27
55106,Ramsey County,27
55107,Ramsey County,27
55108,Ramsey County,27
55109,Ramsey County,27
55110,Ramsey County,27
55111,Hennepin County,27
55112,Ramsey County,27
55113,Ramsey County,27
55114,Ramsey County,27
55115,Washington County,27
55116,Ramsey County,27
55117,Ramsey County,27
55118,Dakota County,27
55119,Ramsey County,27
55120,Dakota County,27
55121,Dakota County,27
55122,Dakota County,27
55123,Dakota County,27
55124,Dakota County,27
55125,Washington County,27
55126,Ramsey County,27
55127,Ramsey County,27
55128,Washington County,27
55129,Washington County,27
55130,Ramsey County,27
55150,Dakota County,27
55155,Ramsey County,27
55301,Wright County,27
55302,Wright County,27
55303,Anoka County,27
55304,Anoka County,27
55305,Hennepin County,27
55306,Dakota County,27
55307,Sibley County,27
55308,Sherburne County,27
55309,Sherburne County,27
55310,Renville County,27
55311,Hennepin County,27
55312,McLeod County,27
55313,Wright County,27
55314,Renville County,27
55315,Carver County,27
55316,Hennepin County,27
55317,Carver County,27
55318,Carver County,27
55319,Sherburne County,27
55320,Stearns County,27
55321,Wright County,27
55322,Carver County,27
55324,Meeker County,27
55325,Meeker County,27
55327,Hennepin County,27
55328,Wright County,27
55329,Meeker County,27
55330,Sherburne County,27
55331,Hennepin County,27
55332,Renville County,27
55333,Renville County,27
55334,Sibley County,27
55335,Sibley County,27
55336,McLeod County,27
55337,Dakota County,27
55338,Sibley County,27
55339,Carver County,27
55340,Hennepin County,27
55341,Wright County,27
55342,Renville County,27
55343,Hennepin County,27
55344,Hennepin County,27
55345,Hennepin County,27
55346,Hennepin County,27
55347,Hennepin County,27
55349,Wright County,27
55350,McLeod County,27
55352,Scott County,27
55353,Stearns County,27
55354,McLeod County,27
55355,Meeker County,27
55356,Hennepin County,27
55357,Hennepin County,27
55358,Wright County,27
55359,Hennepin County,27
55360,Carver County,27
55362,Wright County,27
55363,Wright County,27
55364,Hennepin County,27
55366,Sibley County,27
55367,Carver County,27
55368,Carver County,27
55369,Hennepin County,27
55370,McLeod County,27
55371,Mille Lacs County,27
55372,Scott County,27
55373,Hennepin County,27
55374,Hennepin County,27
55375,Hennepin County,27
55376,Wright County,27
55378,Scott County,27
55379,Scott County,27
55381,McLeod County,27
55382,Stearns County,27
55384,Hennepin County,27
55385,McLeod County,27
55386,Carver County,27
55387,Carver County,27
55388,Carver County,27
55389,Meeker County,27
55390,Wright County,27
55391,Hennepin County,27
55395,McLeod County,27
55396,Sibley County,27
55397,Carver County,27
55398,Sherburne County,27
55401,Hennepin County,27
55402,Hennepin County,27
55403,Hennepin County,27
55404,Hennepin County,27
55405,Hennepin County,27
55406,Hennepin County,27
55407,Hennepin County,27
55408,Hennepin County,27
55409,Hennepin County,27
55410,Hennepin County,27
55411,Hennepin County,27
55412,Hennepin County,27
55413,Hennepin County,27
55414,Hennepin County,27
55415,Hennepin County,27
55416,Hennepin County,27
55417,Hennepin County,27
55418,Hennepin County,27
55419,Hennepin County,27
55420,Hennepin County,27
55421,Anoka County,27
55422,Hennepin County,27
55423,Hennepin County,27
55424,Hennepin County,27
55425,Hennepin County,27
55426,Hennepin County,27
55427,Hennepin County,27
55428,Hennepin County,27
55429,Hennepin County,27
55430,Hennepin County,27
55431,Hennepin County,27
55432,Anoka County,27
55433,Anoka County,27
55434,Anoka County,27
55435,Hennepin County,27
55436,Hennepin County,27
55437,Hennepin County,27
55438,Hennepin County,27
55439,Hennepin County,27
55441,Hennepin County,27
55442,Hennepin County,27
55443,Hennepin County,27
55444,Hennepin County,27
55445,Hennepin County,27
55446,Hennepin County,27
55447,Hennepin County,27
55448,Anoka County,27
55449,Anoka County,27
55450,Hennepin County,27
55454,Hennepin County,27
55455,Hennepin County,27
55601,Lake County,27
55602,St. Louis County,27
55603,Lake County,27
55604,Cook County,27
55605,Cook County,27
55606,Cook County,27
55607,Lake County,27
55609,Lake County,27
55612,Cook County,27
55613,Cook County,27
55614,Lake County,27
55615,Cook County,27
55616,Lake County,27
55702,St. Louis County,27
55703,St. Louis County,27
55704,Pine County,27
55705,St. Louis County,27
55706,St. Louis County,27
55707,Carlton County,27
55708,St. Louis County,27
55709,Itasca County,27
55710,St. Louis County,27
55711,St. Louis County,27
55712,Pine County,27
55713,St. Louis County,27
55716,Itasca County,27
55717,St. Louis County,27
55718,Carlton County,27
55719,St. Louis County,27
55720,Carlton County,27
55721,Itasca County,27
55722,Itasca County,27
55723,St. Louis County,27
55724,St. Louis County,27
55725,St. Louis County,27
55726,Carlton County,27
55731,Lake County,27
55732,St. Louis County,27
55733,Carlton County,27
55734,St. Louis County,27
55735,Pine County,27
55736,St. Louis County,27
55738,St. Louis County,27
55741,St. Louis County,27
55742,Itasca County,27
55744,Itasca County,27
55746,St. Louis County,27
55748,Aitkin County,27
55749,Carlton County,27
55750,St. Louis County,27
55751,St. Louis County,27
55752,Aitkin County,27
55753,Itasca County,27
55756,Pine County,27
55757,Carlton County,27
55758,St. Louis County,27
55760,Aitkin County,27
55763,St. Louis County,27
55764,Itasca County,27
55765,St. Louis County,27
55767,Carlton County,27
55768,St. Louis County,27
55769,Itasca County,27
55771,St. Louis County,27
55772,Koochiching County,27
55775,Itasca County,27
55779,St. Louis County,27
55780,Carlton County,27
55781,Itasca County,27
55782,St. Louis County,27
55783,Pine County,27
55784,Itasca County,27
55785,Aitkin County,27
55786,Itasca County,27
55787,Aitkin County,27
55790,St. Louis County,27
55792,St. Louis County,27
55793,Itasca County,27
55795,Pine County,27
55796,Lake County,27
55797,Carlton County,27
55798,Carlton County,27
55802,St. Louis County,27
55803,St. Louis County,27
55804,St. Louis County,27
55805,St. Louis County,27
55806,St. Louis County,27
55807,St. Louis County,27
55808,St. Louis County,27
55810,St. Louis County,27
55811,St. Louis County,27
55812,St. Louis County,27
55814,St. Louis County,27
55901,Olmsted County,27
55902,Olmsted County,27
55903,Olmsted County,27
55904,Olmsted County,27
55905,Olmsted County,27
55906,Olmsted County,27
55909,Mower County,27
55910,Winona County,27
55912,Mower County,27
55917,Steele County,27
55918,Mower County,27
55919,Houston County,27
55920,Olmsted County,27
55921,Houston County,27
55922,Fillmore County,27
55923,Fillmore County,27
55924,Dodge County,27
55925,Winona County,27
55926,Mower County,27
55927,Dodge County,27
55929,Olmsted County,27
55931,Houston County,27
55932,Olmsted County,27
55933,Mower County,27
55934,Olmsted County,27
55935,Fillmore County,27
55936,Mower County,27
55939,Fillmore County,27
55940,Dodge County,27
55941,Houston County,27
55943,Houston County,27
55944,Dodge County,27
55945,Wabasha County,27
55946,Goodhue County,27
55947,Houston County,27
55949,Fillmore County,27
55950,Mower County,27
55951,Mower County,27
55952,Winona County,27
55953,Mower County,27
55954,Fillmore County,27
55955,Dodge County,27
55956,Wabasha County,27
55957,Wabasha County,27
55959,Winona County,27
55960,Olmsted County,27
55961,Mower County,27
55962,Fillmore County,27
55963,Goodhue County,27
55964,Wabasha County,27
55965,Fillmore County,27
55967,Mower County,27
55968,Wabasha County,27
55969,Winona County,27
55970,Mower County,27
55971,Fillmore County,27
55972,Winona County,27
55973,Mower County,27
55974,Houston County,27
55975,Fillmore County,27
55976,Olmsted County,27
55977,Mower County,27
55979,Winona County,27
55981,Wabasha County,27
55982,Mower County,27
55983,Goodhue County,27
55985,Dodge County,27
55987,Winona County,27
55990,Fillmore County,27
55991,Wabasha County,27
55992,Goodhue County,27
56001,Blue Earth County,27
56003,Nicollet County,27
56007,Freeborn County,27
56009,Freeborn County,27
56010,Blue Earth County,27
56011,Scott County,27
56013,Faribault County,27
56014,Faribault County,27
56016,Freeborn County,27
56017,Le Sueur County,27
56019,Brown County,27
56020,Freeborn County,27
56021,Nicollet County,27
56022,Watonwan County,27
56023,Faribault County,27
56024,Blue Earth County,27
56025,Faribault County,27
56026,Steele County,27
56027,Faribault County,27
56028,Le Sueur County,27
56029,Freeborn County,27
56030,Brown County,27
56031,Martin County,27
56032,Freeborn County,27
56033,Faribault County,27
56034,Blue Earth County,27
56035,Freeborn County,27
56036,Freeborn County,27
56037,Blue Earth County,27
56039,Martin County,27
56041,Brown County,27
56042,Freeborn County,27
56043,Freeborn County,27
56044,Sibley County,27
56045,Freeborn County,27
56046,Steele County,27
56048,Waseca County,27
56050,Le Sueur County,27
56051,Faribault County,27
56052,Le Sueur County,27
56054,Nicollet County,27
56055,Blue Earth County,27
56056,Watonwan County,27
56057,Le Sueur County,27
56058,Le Sueur County,27
56060,Watonwan County,27
56062,Watonwan County,27
56063,Blue Earth County,27
56065,Blue Earth County,27
56068,Blue Earth County,27
56069,Le Sueur County,27
56071,Le Sueur County,27
56072,Waseca County,27
56073,Brown County,27
56074,Nicollet County,27
56075,Martin County,27
56078,Blue Earth County,27
56080,Blue Earth County,27
56081,Watonwan County,27
56082,Nicollet County,27
56083,Redwood County,27
56085,Brown County,27
56087,Brown County,27
56088,Martin County,27
56089,Freeborn County,27
56090,Blue Earth County,27
56091,Waseca County,27
56093,Waseca County,27
56096,Le Sueur County,27
56097,Faribault County,27
56098,Faribault County,27
56101,Cottonwood County,27
56110,Nobles County,27
56111,Jackson County,27
56113,Lincoln County,27
56114,Murray County,27
56115,Lyon County,27
56116,Rock County,27
56117,Nobles County,27
56118,Cottonwood County,27
56119,Nobles County,27
56120,Watonwan County,27
56121,Martin County,27
56122,Murray County,27
56123,Murray County,27
56125,Murray County,27
56127,Martin County,27
56128,Pipestone County,27
56129,Nobles County,27
56131,Murray County,27
56132,Lyon County,27
56134,Rock County,27
56136,Lincoln County,27
56137,Jackson County,27
56138,Rock County,27
56139,Pipestone County,27
56140,Pipestone County,27
56141,Murray County,27
56142,Lincoln County,27
56143,Jackson County,27
56144,Rock County,27
56145,Cottonwood County,27
56146,Rock County,27
56147,Rock County,27
56149,Lincoln County,27
56150,Jackson County,27
56151,Murray County,27
56152,Redwood County,27
56153,Nobles County,27
56155,Nobles County,27
56156,Rock County,27
56157,Lyon County,27
56158,Rock County,27
56159,Cottonwood County,27
56160,Martin County,27
56161,Jackson County,27
56162,Martin County,27
56164,Pipestone County,27
56165,Nobles County,27
56166,Redwood County,27
56167,Jackson County,27
56168,Nobles County,27
56169,Lyon County,27
56170,Pipestone County,27
56171,Martin County,27
56172,Murray County,27
56173,Rock County,27
56174,Cottonwood County,27
56175,Lyon County,27
56176,Martin County,27
56178,Lincoln County,27
56180,Redwood County,27
56181,Martin County,27
56183,Cottonwood County,27
56185,Nobles County,27
56186,Pipestone County,27
56187,Nobles County,27
56201,Kandiyohi County,27
56207,Stevens County,27
56208,Swift County,27
56209,Kandiyohi County,27
56210,Big Stone County,27
56211,Big Stone County,27
56212,Lac qui Parle County,27
56214,Redwood County,27
56215,Swift County,27
56216,Kandiyohi County,27
56218,Lac qui Parle County,27
56219,Roberts County,46
56220,Yellow Medicine County,27
56221,Stevens County,27
56222,Chippewa County,27
56223,Yellow Medicine County,27
56224,Redwood County,27
56225,Big Stone County,27
56226,Pope County,27
56227,Big Stone County,27
56228,Meeker County,27
56229,Lyon County,27
56230,Renville County,27
56231,Swift County,27
56232,Lac qui Parle County,27
56235,Stevens County,27
56236,Traverse County,27
56237,Yellow Medicine County,27
56239,Lyon County,27
56240,Big Stone County,27
56241,Yellow Medicine County,27
56243,Meeker County,27
56244,Stevens County,27
56245,Yellow Medicine County,27
56248,Grant County,27
56249,Swift County,27
56251,Kandiyohi County,27
56252,Swift County,27
56253,Kandiyohi County,27
56255,Redwood County,27
56256,Lac qui Parle County,27
56257,Lac qui Parle County,27
56258,Lyon County,27
56260,Chippewa County,27
56262,Chippewa County,27
56263,Redwood County,27
56264,Lyon County,27
56265,Chippewa County,27
56266,Redwood County,27
56267,Stevens County,27
56270,Renville County,27
56271,Swift County,27
56273,Kandiyohi County,27
56274,Grant County,27
56276,Big Stone County,27
56277,Renville County,27
56278,Big Stone County,27
56279,Kandiyohi County,27
56280,Lincoln County,27
56281,Kandiyohi County,27
56282,Kandiyohi County,27
56283,Redwood County,27
56284,Renville County,27
56285,Renville County,27
56287,Redwood County,27
56288,Kandiyohi County,27
56289,Kandiyohi County,27
56291,Yellow Medicine County,27
56292,Redwood County,27
56293,Redwood County,27
56294,Redwood County,27
56295,Chippewa County,27
56296,Traverse County,27
56297,Yellow Medicine County,27
56301,Stearns County,27
56303,Stearns County,27
56304,Sherburne County,27
56307,Stearns County,27
56308,Douglas County,27
56309,Grant County,27
56310,Stearns County,27
56311,Grant County,27
56312,Stearns County,27
56313,Mille Lacs County,27
56314,Morrison County,27
56315,Douglas County,27
56316,Pope County,27
56318,Todd County,27
56319,Douglas County,27
56320,Stearns County,27
56321,Stearns County,27
56323,Pope County,27
56324,Otter Tail County,27
56325,Stearns County,27
56326,Douglas County,27
56327,Pope County,27
56328,Morrison County,27
56329,Benton County,27
56330,Mille Lacs County,27
56331,Stearns County,27
56332,Douglas County,27
56334,Pope County,27
56335,Stearns County,27
56336,Todd County,27
56338,Morrison County,27
56339,Grant County,27
56340,Stearns County,27
56342,Aitkin County,27
56343,Douglas County,27
56345,Morrison County,27
56347,Todd County,27
56349,Pope County,27
56350,Aitkin County,27
56352,Stearns County,27
56353,Mille Lacs County,27
56354,Douglas County,27
56355,Douglas County,27
56356,Stearns County,27
56357,Benton County,27
56358,Kanabec County,27
56359,Mille Lacs County,27
56360,Todd County,27
56361,Otter Tail County,27
56362,Stearns County,27
56363,Mille Lacs County,27
56364,Morrison County,27
56367,Benton County,27
56368,Stearns County,27
56369,Stearns County,27
56371,Stearns County,27
56373,Morrison County,27
56374,Stearns County,27
56375,Stearns County,27
56376,Stearns County,27
56377,Stearns County,27
56378,Stearns County,27
56379,Benton County,27
56381,Pope County,27
56382,Morrison County,27
56384,Morrison County,27
56385,Pope County,27
56386,Mille Lacs County,27
56387,Stearns County,27
56389,Todd County,27
56401,Crow Wing County,27
56425,Crow Wing County,27
56431,Aitkin County,27
56433,Hubbard County,27
56434,Todd County,27
56435,Cass County,27
56437,Todd County,27
56438,Todd County,27
56440,Todd County,27
56441,Crow Wing County,27
56442,Crow Wing County,27
56443,Morrison County,27
56444,Crow Wing County,27
56446,Todd County,27
56447,Crow Wing County,27
56448,Crow Wing County,27
56449,Crow Wing County,27
56450,Crow Wing County,27
56452,Cass County,27
56453,Otter Tail County,27
56455,Crow Wing County,27
56458,Hubbard County,27
56461,Hubbard County,27
56464,Wadena County,27
56465,Crow Wing County,27
56466,Cass County,27
56467,Hubbard County,27
56468,Crow Wing County,27
56469,Aitkin County,27
56470,Hubbard County,27
56472,Cass County,27
56473,Cass County,27
56474,Cass County,27
56475,Morrison County,27
56477,Wadena County,27
56479,Todd County,27
56481,Wadena County,27
56482,Wadena County,27
56484,Cass County,27
56501,Becker County,27
56510,Norman County,27
56511,Becker County,27
56514,Clay County,27
56515,Otter Tail County,27
56516,Mahnomen County,27
56517,Polk County,27
56518,Otter Tail County,27
56519,Norman County,27
56520,Wilkin County,27
56521,Becker County,27
56522,Wilkin County,27
56523,Polk County,27
56524,Otter Tail County,27
56525,Clay County,27
56527,Otter Tail County,27
56528,Otter Tail County,27
56529,Clay County,27
56531,Grant County,27
56533,Otter Tail County,27
56534,Otter Tail County,27
56535,Polk County,27
56536,Clay County,27
56537,Otter Tail County,27
56540,Polk County,27
56541,Norman County,27
56542,Polk County,27
56543,Wilkin County,27
56544,Becker County,27
56545,Norman County,27
56546,Clay County,27
56547,Clay County,27
56548,Norman County,27
56549,Clay County,27
56550,Norman County,27
56551,Otter Tail County,27
56552,Clay County,27
56553,Wilkin County,27
56554,Becker County,27
56556,Polk County,27
56557,Mahnomen County,27
56560,Clay County,27
56562,Clay County,27
56563,Clay County,27
56565,Wilkin County,27
56566,Mahnomen County,27
56567,Otter Tail County,27
56568,Polk County,27
56569,Becker County,27
56570,Becker County,27
56571,Otter Tail County,27
56572,Otter Tail County,27
56573,Otter Tail County,27
56574,Norman County,27
56575,Becker County,27
56576,Otter Tail County,27
56578,Becker County,27
56579,Wilkin County,27
56580,Clay County,27
56581,Norman County,27
56583,Traverse County,27
56584,Norman County,27
56585,Clay County,27
56586,Otter Tail County,27
56587,Otter Tail County,27
56588,Otter Tail County,27
56589,Mahnomen County,27
56590,Grant County,27
56591,Becker County,27
56592,Polk County,27
56594,Wilkin County,27
56601,Beltrami County,27
56621,Clearwater County,27
56623,Lake of the Woods County,27
56626,Cass County,27
56627,Koochiching County,27
56628,Itasca County,27
56629,Koochiching County,27
56630,Beltrami County,27
56633,Cass County,27
56634,Clearwater County,27
56636,Itasca County,27
56637,Itasca County,27
56639,Itasca County,27
56641,Cass County,27
56644,Clearwater County,27
56646,Polk County,27
56647,Beltrami County,27
56649,Koochiching County,27
56650,Beltrami County,27
56651,Mahnomen County,27
56652,Clearwater County,27
56653,Koochiching County,27
56654,Koochiching County,27
56655,Cass County,27
56657,Itasca County,27
56658,Koochiching County,27
56659,Itasca County,27
56660,Koochiching County,27
56661,Koochiching County,27
56662,Cass County,27
56663,Beltrami County,27
56666,Beltrami County,27
56667,Beltrami County,27
56668,Koochiching County,27
56669,Koochiching County,27
56670,Beltrami County,27
56671,Clearwater County,27
56672,Cass County,27
56673,Lake of the Woods County,27
56676,Clearwater County,27
56678,Beltrami County,27
56680,Itasca County,27
56681,Itasca County,27
56683,Beltrami County,27
56684,Polk County,27
56685,Beltrami County,27
56686,Lake of the Woods County,27
56688,Itasca County,27
56701,Pennington County,27
56710,Marshall County,27
56711,Lake of the Woods County,27
56713,Marshall County,27
56714,Roseau County,27
56715,Red Lake County,27
56716,Polk County,27
56720,Kittson County,27
56721,Polk County,27
56722,Polk County,27
56723,Polk County,27
56724,Marshall County,27
56725,Pennington County,27
56726,Roseau County,27
56727,Beltrami County,27
56728,Kittson County,27
56729,Kittson County,27
56731,Kittson County,27
56732,Kittson County,27
56733,Kittson County,27
56734,Kittson County,27
56735,Kittson County,27
56736,Polk County,27
56737,Marshall County,27
56738,Marshall County,27
56742,Red Lake County,27
56744,Marshall County,27
56748,Red Lake County,27
56750,Red Lake County,27
56751,Roseau County,27
56754,Pennington County,27
56755,Kittson County,27
56756,Roseau County,27
56757,Marshall County,27
56758,Marshall County,27
56759,Roseau County,27
56760,Marshall County,27
56761,Roseau County,27
56762,Polk County,27
56763,Roseau County,27
57001,Union County,46
57002,Brookings County,46
57003,Minnehaha County,46
57004,Lincoln County,46
57005,Minnehaha County,46
57006,Brookings County,46
57007,Brookings County,46
57010,Clay County,46
57012,McCook County,46
57013,Lincoln County,46
57014,Turner County,46
57015,Turner County,46
57016,Lake County,46
57017,Moody County,46
57018,Minnehaha County,46
57020,Minnehaha County,46
57021,Turner County,46
57022,Minnehaha County,46
57024,Moody County,46
57025,Union County,46
57026,Brookings County,46
57027,Lincoln County,46
57028,Moody County,46
57029,Hutchinson County,46
57030,Minnehaha County,46
57031,Yankton County,46
57032,Lincoln County,46
57033,Minnehaha County,46
57034,Lincoln County,46
57035,Minnehaha County,46
57036,Turner County,46
57037,Yankton County,46
57038,Union County,46
57039,Lincoln County,46
57040,Yankton County,46
57041,Minnehaha County,46
57042,Lake County,46
57043,Turner County,46
57045,Hutchinson County,46
57046,Yankton County,46
57047,McCook County,46
57048,McCook County,46
57049,Union County,46
57050,Lake County,46
57051,Kingsbury County,46
57052,Hutchinson County,46
57053,Turner County,46
57054,Lake County,46
57055,Minnehaha County,46
57057,Lake County,46
57058,McCook County,46
57059,Bon Homme County,46
57061,Brookings County,46
57062,Bon Homme County,46
57063,Bon Homme County,46
57064,Lincoln County,46
57065,Moody County,46
57066,Bon Homme County,46
57067,Yankton County,46
57068,Minnehaha County,46
57069,Clay County,46
57070,Turner County,46
57071,Brookings County,46
57072,Yankton County,46
57073,Clay County,46
57075,Lake County,46
57076,Lake County,46
57077,Lincoln County,46
57078,Yankton County,46
57103,Minnehaha County,46
57104,Minnehaha County,46
57105,Minnehaha County,46
57106,Minnehaha County,46
57107,Minnehaha County,46
57108,Lincoln County,46
57110,Minnehaha County,46
57117,Minnehaha County,46
57197,Minnehaha County,46
57201,Codington County,46
57212,Kingsbury County,46
57213,Deuel County,46
57214,Kingsbury County,46
57216,Grant County,46
57217,Clark County,46
57218,Deuel County,46
57219,Day County,46
57220,Brookings County,46
57221,Hamlin County,46
57223,Hamlin County,46
57224,Roberts County,46
57225,Clark County,46
57226,Deuel County,46
57227,Roberts County,46
57231,Kingsbury County,46
57232,Marshall County,46
57233,Kingsbury County,46
57234,Deuel County,46
57235,Codington County,46
57236,Clark County,46
57237,Deuel County,46
57238,Deuel County,46
57239,Day County,46
57241,Hamlin County,46
57242,Hamlin County,46
57243,Codington County,46
57245,Codington County,46
57246,Grant County,46
57247,Marshall County,46
57248,Hamlin County,46
57249,Kingsbury County,46
57251,Grant County,46
57252,Grant County,46
57255,Roberts County,46
57256,Grant County,46
57257,Roberts County,46
57258,Clark County,46
57259,Grant County,46
57260,Roberts County,46
57261,Day County,46
57262,Roberts County,46
57263,Codington County,46
57264,Grant County,46
57265,Grant County,46
57266,Grant County,46
57268,Deuel County,46
57269,Grant County,46
57270,Marshall County,46
57271,Clark County,46
57272,Codington County,46
57273,Day County,46
57274,Day County,46
57276,Brookings County,46
57278,Clark County,46
57279,Roberts County,46
57301,Davison County,46
57311,Hanson County,46
57312,Beadle County,46
57313,Douglas County,46
57314,Sanborn County,46
57315,Bon Homme County,46
57317,Gregory County,46
57319,McCook County,46
57321,Miner County,46
57322,Beadle County,46
57323,Miner County,46
57324,Beadle County,46
57325,Brule County,46
57328,Douglas County,46
57329,Charles Mix County,46
57330,Douglas County,46
57331,Hutchinson County,46
57332,Hanson County,46
57334,Davison County,46
57335,Gregory County,46
57337,Miner County,46
57339,Buffalo County,46
57340,Hanson County,46
57341,Buffalo County,46
57342,Charles Mix County,46
57344,Douglas County,46
57345,Hyde County,46
57346,Hyde County,46
57348,Beadle County,46
57349,Miner County,46
57350,Beadle County,46
57353,Kingsbury County,46
57354,Hutchinson County,46
57355,Brule County,46
57356,Charles Mix County,46
57358,Jerauld County,46
57359,Sanborn County,46
57361,Charles Mix County,46
57362,Hand County,46
57363,Davison County,46
57364,Douglas County,46
57365,Lyman County,46
57366,Hutchinson County,46
57367,Charles Mix County,46
57368,Aurora County,46
57369,Charles Mix County,46
57370,Brule County,46
57371,Hand County,46
57373,Hand County,46
57374,McCook County,46
57375,Aurora County,46
57376,Hutchinson County,46
57379,Beadle County,46
57380,Charles Mix County,46
57381,Hand County,46
57382,Jerauld County,46
57383,Aurora County,46
57384,Beadle County,46
57385,Sanborn County,46
57386,Beadle County,46
57401,Brown County,46
57420,Walworth County,46
57421,Marshall County,46
57422,Day County,46
57424,Spink County,46
57426,Brown County,46
57427,Brown County,46
57428,Edmunds County,46
57429,Spink County,46
57430,Marshall County,46
57432,Brown County,46
57433,Brown County,46
57434,Spink County,46
57435,Faulk County,46
57436,Spink County,46
57437,McPherson County,46
57438,Faulk County,46
57439,Brown County,46
57440,Spink County,46
57441,Brown County,46
57442,Potter County,46
57445,Brown County,46
57446,Brown County,46
57448,McPherson County,46
57449,Brown County,46
57450,Potter County,46
57451,Edmunds County,46
57452,Walworth County,46
57454,Marshall County,46
57455,Potter County,46
57456,McPherson County,46
57457,McPherson County,46
57460,Brown County,46
57461,Spink County,46
57465,Spink County,46
57466,Faulk County,46
57467,Hand County,46
57468,Day County,46
57469,Spink County,46
57470,Hand County,46
57471,Edmunds County,46
57472,Walworth County,46
57473,Faulk County,46
57474,Brown County,46
57475,Potter County,46
57476,Spink County,46
57477,Spink County,46
57479,Brown County,46
57481,Brown County,46
57501,Hughes County,46
57520,Sully County,46
57521,Mellette County,46
57522,Hughes County,46
57523,Gregory County,46
57528,Tripp County,46
57529,Tripp County,46
57531,Jones County,46
57532,Stanley County,46
57533,Gregory County,46
57534,Tripp County,46
57536,Hughes County,46
57537,Stanley County,46
57538,Gregory County,46
57540,Hyde County,46
57541,Tripp County,46
57543,Jackson County,46
57544,Lyman County,46
57547,Jackson County,46
57548,Lyman County,46
57551,Bennett County,46
57552,Haakon County,46
57553,Haakon County,46
57555,Todd County,46
57559,Jones County,46
57560,Mellette County,46
57562,Jones County,46
57563,Todd County,46
57564,Sully County,46
57566,Todd County,46
57567,Haakon County,46
57568,Lyman County,46
